Instance, Min Distance, Time To Best (ms), Max Time (ms), Cost, Max Cost, Capacity, Min Capacity, LS1, LS2, LS3, Shake Iters, Shake Loops
GKD-c_08_n500_b02_m50_k02,9.5,31474,60000,57330,60788,49486,49436,264429/275190,3372/10761,0/0,7373,734
GKD-c_08_n500_b02_m50_k02,9.4,138,60000,56879,60788,49496,49436,278438/290038,2746/11600,0/0,8846,883
GKD-c_08_n500_b02_m50_k02,9.5,5908,60000,59305,60788,49513,49436,244432/254747,3691/10315,0/0,6613,659
GKD-c_08_n500_b02_m50_k02,9.5,3654,60000,57853,60788,49454,49436,261785/272607,3334/10822,0/0,7476,744
GKD-c_08_n500_b02_m50_k02,9.5,59402,60000,57595,60788,49511,49436,321677/333966,2956/12289,0/0,9324,931
GKD-c_08_n500_b02_m50_k02,9.4,2456,60000,59599,60788,49451,49436,252171/263985,4561/11814,0/0,7243,722
GKD-c_08_n500_b02_m50_k02,9.5,6659,60000,57733,60788,49531,49436,242742/253224,3571/10482,0/0,6893,686
GKD-c_08_n500_b02_m50_k02,9.5,17608,60000,59305,60788,49513,49436,247134/257790,3787/10656,0/0,6853,682
GKD-c_08_n500_b02_m50_k02,9.4,35841,60000,60248,60788,49498,49436,271111/282963,3326/11852,0/0,8510,848
GKD-c_08_n500_b02_m50_k02,9.5,57329,60000,58473,60788,49490,49436,315271/327795,3440/12524,0/0,9072,906
GKD-c_08_n500_b02_m50_k03,9.4,3645,60000,59371,91182,49605,49436,272803/284191,3349/11388,0/0,8024,799
GKD-c_08_n500_b02_m50_k03,9.4,690,60000,58679,91182,49487,49436,267285/278127,2596/10842,0/0,8235,821
GKD-c_08_n500_b02_m50_k03,9.4,1393,60000,56733,91182,49464,49436,296963/309027,3449/12064,0/0,8599,855
GKD-c_08_n500_b02_m50_k03,9.4,4117,60000,58521,91182,49594,49436,278049/289968,3667/11919,0/0,8238,822
GKD-c_08_n500_b02_m50_k03,9.4,508,60000,59528,91182,49474,49436,279686/291590,3367/11904,0/0,8520,849
GKD-c_08_n500_b02_m50_k03,9.4,679,60000,58204,91182,49437,49436,304395/316386,3173/11991,0/0,8807,877
GKD-c_08_n500_b02_m50_k03,9.4,333,60000,56873,91182,49440,49436,298122/310765,3520/12643,0/0,9108,909
GKD-c_08_n500_b02_m50_k03,9.5,3501,60000,59025,91182,49510,49436,240663/250700,3642/10037,0/0,6380,634
GKD-c_08_n500_b02_m50_k03,9.4,1989,60000,60469,91182,49471,49436,271739/282976,3339/11237,0/0,7887,786
GKD-c_08_n500_b02_m50_k03,9.5,8782,60000,57481,91182,49605,49436,243880/254089,3161/10209,0/0,7036,700
GKD-c_08_n500_b02_m50_k03,9.4,2312,60000,58806,91182,49509,49436,261893/273723,4295/11830,0/0,7522,749
GKD-c_08_n500_b02_m50_k03,9.5,3279,60000,58135,91182,49518,49436,256724/267438,3355/10714,0/0,7344,731
GKD-c_08_n500_b02_m50_k03,9.4,2292,60000,57818,91182,49447,49436,287311/299135,2673/11824,0/0,9133,910
GKD-c_08_n500_b02_m50_k03,9.4,320,60000,57587,91182,49488,49436,268993/281014,4047/12021,0/0,7963,794
GKD-c_08_n500_b02_m50_k03,9.4,25151,60000,56875,91182,49454,49436,275760/287537,3501/11777,0/0,8263,824
GKD-c_08_n500_b02_m50_k03,9.4,1573,60000,59627,91182,49571,49436,288440/299896,2752/11456,0/0,8695,867
GKD-c_08_n500_b02_m50_k03,9.3,103,60000,57510,91182,49463,49436,257616/268347,3838/10731,0/0,6889,688
GKD-c_08_n500_b02_m50_k03,9.5,24682,60000,58500,91182,49511,49436,257284/267760,3239/10476,0/0,7226,720
GKD-c_08_n500_b02_m50_k03,9.4,17754,60000,57322,91182,49508,49436,290111/302062,3435/11951,0/0,8500,847
GKD-c_08_n500_b02_m50_k03,9.4,7380,60000,56447,91182,49437,49436,275807/287869,4215/12062,0/0,7833,781
GKD-c_08_n500_b02_m50_k03,9.4,4511,60000,58379,91182,49500,49436,261328/273054,3839/11726,0/0,7877,785
GKD-c_08_n500_b02_m50_k03,9.5,8404,60000,57468,91182,49443,49436,272721/284061,3242/11340,0/0,8084,806
GKD-c_08_n500_b02_m50_k03,9.5,7046,60000,56954,91182,49512,49436,237326/247709,3616/10383,0/0,6757,674
GKD-c_08_n500_b02_m50_k03,9.5,6286,60000,56772,91182,49554,49436,234338/244085,3418/9747,0/0,6320,630
GKD-c_08_n500_b02_m50_k03,9.4,1539,60000,57149,91182,49500,49436,261683/273214,3758/11531,0/0,7757,771
GKD-c_08_n500_b02_m50_k03,9.4,711,60000,57933,91182,49515,49436,287562/299613,2994/12051,0/0,9044,901
GKD-c_08_n500_b02_m50_k03,9.4,820,60000,58787,91182,49450,49436,277072/288666,3325/11594,0/0,8254,822
GKD-c_08_n500_b02_m50_k03,9.5,59552,60000,57494,91182,49498,49436,288746/299955,2324/11209,0/0,8871,883
GKD-c_08_n500_b02_m50_k03,9.4,1950,60000,60095,91182,49561,49436,265915/276941,3267/11026,0/0,7743,771
GKD-c_08_n500_b02_m50_k03,9.4,3072,60000,58271,91182,49463,49436,283521/295004,2764/11483,0/0,8706,867
GKD-c_08_n500_b03_m50_k02,7.2,9198,60000,60760,60788,74168,74154,81560/95735,6612/14175,0/0,7552,752
GKD-c_08_n500_b03_m50_k02,7.3,9815,60000,60775,60788,74174,74154,73969/86121,4768/12152,0/0,7368,733
GKD-c_08_n500_b03_m50_k02,7.2,402,60000,60773,60788,74165,74154,77042/91087,6110/14045,0/0,7926,791
GKD-c_08_n500_b03_m50_k02,7.2,2017,60000,60773,60788,74162,74154,78882/93033,5914/14151,0/0,8227,820
GKD-c_08_n500_b03_m50_k02,7.2,2728,60000,60754,60788,74213,74154,81127/95760,6444/14633,0/0,8179,816
GKD-c_08_n500_b03_m50_k02,7.2,2198,60000,60767,60788,74163,74154,74515/88919,6378/14404,0/0,8021,800
GKD-c_08_n500_b03_m50_k02,7.3,27572,60000,60732,60788,74158,74154,74239/87416,5647/13177,0/0,7515,750
GKD-c_08_n500_b03_m50_k02,7.3,6887,60000,60760,60788,74154,74154,73648/86235,5151/12587,0/0,7417,738
GKD-c_08_n500_b03_m50_k02,7.3,7198,60000,60775,60788,74173,74154,76810/89043,4973/12233,0/0,7245,721
GKD-c_08_n500_b03_m50_k02,7.3,6138,60000,60781,60788,74173,74154,73308/85303,4793/11995,0/0,7187,715
GKD-c_08_n500_b03_m50_k02,7.2,7188,60000,60773,60788,74159,74154,68772/82060,5370/13288,0/0,7905,789
GKD-c_08_n500_b03_m50_k02,7.2,1271,60000,60771,60788,74166,74154,79052/93482,6531/14430,0/0,7890,787
GKD-c_08_n500_b03_m50_k02,7.2,486,60000,60726,60788,74156,74154,72333/87297,6938/14964,0/0,8014,798
GKD-c_08_n500_b03_m50_k02,7.2,6170,60000,60731,60788,74212,74154,81114/94662,5110/13548,0/0,8426,838
GKD-c_08_n500_b03_m50_k02,7.3,35915,60000,60745,60788,74157,74154,76046/89200,5662/13154,0/0,7482,747
GKD-c_08_n500_b03_m50_k02,7.3,26278,60000,60772,60788,74171,74154,75875/89126,5379/13251,0/0,7855,783
GKD-c_08_n500_b03_m50_k02,7.2,1707,60000,60759,60788,74189,74154,75212/89267,6300/14055,0/0,7738,769
GKD-c_08_n500_b03_m50_k02,7.3,22870,60000,60786,60788,74167,74154,74202/87024,5095/12822,0/0,7710,767
GKD-c_08_n500_b03_m50_k02,7.3,15029,60000,60781,60788,74183,74154,72123/84304,4678/12181,0/0,7486,745
GKD-c_08_n500_b03_m50_k02,7.2,10983,60000,60766,60788,74159,74154,79519/92781,5674/13262,0/0,7575,755
GKD-c_08_n500_b03_m50_k02,7.2,2599,60000,60776,60788,74282,74154,82644/96776,5468/14132,0/0,8651,862
GKD-c_08_n500_b03_m50_k02,7.2,2969,60000,60782,60788,74171,74154,76844/91113,6381/14269,0/0,7875,784
GKD-c_08_n500_b03_m50_k02,7.2,24603,60000,60784,60788,74174,74154,81667/95316,5906/13649,0/0,7729,768
GKD-c_08_n500_b03_m50_k02,7.3,4335,60000,60776,60788,74163,74154,73235/85574,5148/12339,0/0,7178,715
GKD-c_08_n500_b03_m50_k02,7.3,8486,60000,60782,60788,74175,74154,72690/84872,4936/12182,0/0,7233,721
GKD-c_08_n500_b03_m50_k02,7.3,28140,60000,60786,60788,74177,74154,74799/87741,5195/12942,0/0,7733,771
GKD-c_08_n500_b03_m50_k02,7.3,4958,60000,60756,60788,74161,74154,80757/92756,5614/11999,0/0,6371,634
GKD-c_08_n500_b03_m50_k02,7.2,4426,60000,60781,60788,74189,74154,82793/97171,6190/14378,0/0,8171,812
GKD-c_08_n500_b03_m50_k02,7.2,1308,60000,60776,60788,74156,74154,78324/92166,5836/13842,0/0,7994,795
GKD-c_08_n500_b03_m50_k02,7.3,10232,60000,60761,60788,74172,74154,73886/85960,5566/12074,0/0,6493,646
GKD-c_08_n500_b03_m50_k03,8.4,774,60000,85576,91182,74168,74154,164215/170578,1432/6363,0/0,4923,490
GKD-c_08_n500_b03_m50_k03,8.4,3207,60000,86201,91182,74185,74154,175139/182262,1855/7123,0/0,5247,520
GKD-c_08_n500_b03_m50_k03,8.4,1262,60000,89364,91182,74239,74154,147702/153787,1680/6085,0/0,4392,436
GKD-c_08_n500_b03_m50_k03,8.4,969,60000,88832,91182,74155,74154,126075/131765,2230/5690,0/0,3452,344
GKD-c_08_n500_b03_m50_k03,8.4,2251,60000,88721,91182,74185,74154,152353/158374,1537/6021,0/0,4466,445
GKD-c_08_n500_b03_m50_k03,8.4,5151,60000,86288,91182,74176,74154,166229/172911,1840/6682,0/0,4819,478
GKD-c_08_n500_b03_m50_k03,8.4,4319,60000,84994,91182,74279,74154,154316/160442,1588/6126,0/0,4524,450
GKD-c_08_n500_b03_m50_k03,8.4,1026,60000,87367,91182,74181,74154,163059/170040,2455/6981,0/0,4511,448
GKD-c_08_n500_b03_m50_k03,8.4,452,60000,89227,91182,74198,74154,148290/154413,1639/6123,0/0,4474,446
GKD-c_08_n500_b03_m50_k03,8.4,2981,60000,86340,91182,74193,74154,174973/182189,2129/7216,0/0,5067,503
GKD-c_08_n500_b03_m50_k03,8.4,1477,60000,87743,91182,74314,74154,142697/148806,2009/6109,0/0,4086,406
GKD-c_08_n500_b03_m50_k03,8.4,1445,60000,89125,91182,74173,74154,148073/154688,2220/6615,0/0,4380,435
GKD-c_08_n500_b03_m50_k03,8.4,1811,60000,86869,91182,74247,74154,137118/143114,2158/5996,0/0,3826,380
GKD-c_08_n500_b03_m50_k03,8.4,2598,60000,88215,91182,74156,74154,157726/164340,2029/6614,0/0,4561,451
GKD-c_08_n500_b03_m50_k03,8.4,1879,60000,87592,91182,74179,74154,182428/189500,1164/7072,0/0,5895,586
GKD-c_08_n500_b03_m50_k03,8.4,585,60000,87811,91182,74176,74154,167128/173733,1496/6605,0/0,5098,508
GKD-c_08_n500_b03_m50_k03,8.4,1322,60000,88749,91182,74169,74154,151779/157964,1785/6185,0/0,4390,437
GKD-c_08_n500_b03_m50_k03,8.3,243,60000,86577,91182,74222,74154,164691/171563,2084/6872,0/0,4780,476
GKD-c_08_n500_b03_m50_k03,8.4,839,60000,88777,91182,74169,74154,152892/159399,2234/6507,0/0,4265,424
GKD-c_08_n500_b03_m50_k03,8.4,1239,60000,88419,91182,74213,74154,143258/149486,2418/6228,0/0,3799,376
GKD-c_08_n500_b03_m50_k03,8.4,970,60000,84602,91182,74220,74154,162215/169170,2250/6955,0/0,4690,466
GKD-c_08_n500_b03_m50_k03,8.4,1153,60000,86091,91182,74282,74154,129437/134883,1844/5446,0/0,3584,355
GKD-c_08_n500_b03_m50_k03,8.4,774,60000,87371,91182,74214,74154,143614/149527,1573/5913,0/0,4329,431
GKD-c_08_n500_b03_m50_k03,8.4,7337,60000,87369,91182,74252,74154,160350/167134,2292/6784,0/0,4477,444
GKD-c_08_n500_b03_m50_k03,8.4,1464,60000,85379,91182,74237,74154,152352/158395,1542/6043,0/0,4488,445
GKD-c_08_n500_b03_m50_k03,8.4,5664,60000,85623,91182,74154,74154,169406/176465,1992/7059,0/0,5051,502
GKD-c_08_n500_b03_m50_k03,8.4,9126,60000,87943,91182,74164,74154,148467/154665,1965/6198,0/0,4223,420
GKD-c_08_n500_b03_m50_k03,8.4,3598,60000,87848,91182,74199,74154,145242/151296,1983/6054,0/0,4056,402
GKD-c_08_n500_b03_m50_k03,8.4,1985,60000,86196,91182,74246,74154,152760/159348,2146/6588,0/0,4421,439
GKD-c_08_n500_b03_m50_k03,8.4,939,60000,86513,91182,74161,74154,167054/173605,1809/6551,0/0,4721,468
GKD-c_09_n500_b02_m50_k02,9.3,6695,60000,61266,63212,50854,50636,290104/302568,3209/12464,0/0,9241,922
GKD-c_09_n500_b02_m50_k02,9.3,412,60000,58941,63212,50678,50636,271376/282784,3069/11408,0/0,8330,831
GKD-c_09_n500_b02_m50_k02,9.3,1908,60000,60770,63212,50712,50636,298722/310696,2634/11974,0/0,9331,931
GKD-c_09_n500_b02_m50_k02,9.3,616,60000,60640,63212,50655,50636,309659/322668,2134/13009,0/0,10863,1084
GKD-c_09_n500_b02_m50_k02,9.4,20642,60000,60126,63212,50664,50636,273136/285213,3294/12077,0/0,8771,875
GKD-c_09_n500_b02_m50_k02,9.4,28916,60000,62629,63212,50669,50636,256601/268479,4142/11878,0/0,7716,768
GKD-c_09_n500_b02_m50_k02,9.3,1043,60000,61700,63212,50732,50636,315612/328790,2867/13178,0/0,10303,1029
GKD-c_09_n500_b02_m50_k02,9.4,1903,60000,61006,63212,50849,50636,266642/278890,3921/12248,0/0,8313,829
GKD-c_09_n500_b02_m50_k02,9.4,8315,60000,61345,63212,50639,50636,252584/264971,4601/12387,0/0,7772,774
GKD-c_09_n500_b02_m50_k02,9.3,1307,60000,62825,63212,50793,50636,295454/307495,2828/12041,0/0,9205,917
GKD-c_09_n500_b02_m50_k02,9.3,2145,60000,61049,63212,50655,50636,273325/284697,3327/11372,0/0,8035,801
GKD-c_09_n500_b02_m50_k02,9.4,15131,60000,62289,63212,50637,50636,267281/278678,3315/11397,0/0,8066,803
GKD-c_09_n500_b02_m50_k02,9.3,1466,60000,61675,63212,50646,50636,263126/274576,2792/11450,0/0,8639,859
GKD-c_09_n500_b02_m50_k02,9.4,53037,60000,61033,63212,50647,50636,277786/289721,2847/11935,0/0,9079,905
GKD-c_09_n500_b02_m50_k02,9.4,22139,60000,59614,63212,50675,50636,281943/294505,3474/12562,0/0,9081,906
GKD-c_09_n500_b02_m50_k02,9.3,614,60000,61199,63212,50673,50636,315665/328536,2749/12871,0/0,10111,1009
GKD-c_09_n500_b02_m50_k02,9.3,335,60000,60973,63212,50651,50636,276433/288216,3043/11783,0/0,8734,871
GKD-c_09_n500_b02_m50_k02,9.4,38107,60000,60126,63212,50664,50636,287249/299369,2616/12120,0/0,9486,944
GKD-c_09_n500_b02_m50_k02,9.3,3210,60000,61536,63212,50682,50636,292827/305730,2782/12903,0/0,10109,1008
GKD-c_09_n500_b02_m50_k02,9.3,1195,60000,61365,63212,50876,50636,271932/283497,3078/11565,0/0,8478,845
GKD-c_09_n500_b02_m50_k02,9.4,54683,60000,61120,63212,50647,50636,274732/286628,3307/11896,0/0,8581,855
GKD-c_09_n500_b02_m50_k02,9.4,2911,60000,61725,63212,50875,50636,275262/287318,3119/12056,0/0,8923,889
GKD-c_09_n500_b02_m50_k02,9.3,12158,60000,61213,63212,50776,50636,246052/255799,2510/9747,0/0,7224,720
GKD-c_09_n500_b02_m50_k02,9.3,606,60000,61321,63212,50706,50636,258846/269834,2724/10988,0/0,8253,822
GKD-c_09_n500_b02_m50_k02,9.3,353,60000,60999,63212,50724,50636,279837/291501,3506/11664,0/0,8149,812
GKD-c_09_n500_b02_m50_k02,9.3,494,60000,62405,63212,50638,50636,272390/284564,4106/12174,0/0,8061,803
GKD-c_09_n500_b02_m50_k02,9.4,22362,60000,60530,63212,50647,50636,272851/285443,3993/12592,0/0,8581,854
GKD-c_09_n500_b02_m50_k02,9.4,8202,60000,61017,63212,50636,50636,265331/277475,4021/12144,0/0,8111,809
GKD-c_09_n500_b02_m50_k02,9.4,1976,60000,59816,63212,50662,50636,287603/299639,2689/12036,0/0,9340,932
GKD-c_09_n500_b02_m50_k02,9.3,1807,60000,60952,63212,50704,50636,284868/296556,2831/11688,0/0,8844,881
GKD-c_09_n500_b02_m50_k03,9.4,14683,60000,62038,94818,50684,50636,251691/262848,3703/11157,0/0,7447,743
GKD-c_09_n500_b02_m50_k03,9.3,1247,60000,58346,94818,50671,50636,280064/292254,3634/12190,0/0,8547,853
GKD-c_09_n500_b02_m50_k03,9.4,2230,60000,61725,94818,50875,50636,280153/292233,3026/12080,0/0,9045,903
GKD-c_09_n500_b02_m50_k03,9.3,3064,60000,58444,94818,50637,50636,280908/292916,3117/12008,0/0,8881,885
GKD-c_09_n500_b02_m50_k03,9.4,31075,60000,60762,94818,50943,50636,281941/294564,3912/12623,0/0,8698,867
GKD-c_09_n500_b02_m50_k03,9.3,751,60000,62388,94818,50700,50636,269670/281577,3561/11907,0/0,8334,831
GKD-c_09_n500_b02_m50_k03,9.3,1291,60000,61915,94818,50656,50636,304295/317187,3276/12892,0/0,9602,957
GKD-c_09_n500_b02_m50_k03,9.3,2279,60000,63957,94818,50765,50636,290830/302617,2289/11787,0/0,9483,945
GKD-c_09_n500_b02_m50_k03,9.3,1108,60000,62927,94818,50698,50636,276469/288740,4406/12271,0/0,7857,783
GKD-c_09_n500_b02_m50_k03,9.4,3298,60000,61120,94818,50647,50636,286389/297905,2165/11516,0/0,9338,931
GKD-c_09_n500_b02_m50_k03,9.3,18015,60000,59690,94818,50793,50636,274140/285185,2939/11045,0/0,8098,808
GKD-c_09_n500_b02_m50_k03,9.4,49272,60000,61120,94818,50647,50636,316905/329390,2221/12485,0/0,10251,1022
GKD-c_09_n500_b02_m50_k03,9.4,2063,60000,61725,94818,50875,50636,273317/285230,3123/11913,0/0,8781,875
GKD-c_09_n500_b02_m50_k03,9.4,40417,60000,61017,94818,50636,50636,257844/269757,4619/11913,0/0,7281,726
GKD-c_09_n500_b02_m50_k03,9.4,26192,60000,63364,94818,50678,50636,266029/277407,4048/11378,0/0,7320,730
GKD-c_09_n500_b02_m50_k03,9.4,22083,60000,60011,94818,50642,50636,276241/288606,4120/12365,0/0,8230,820
GKD-c_09_n500_b02_m50_k03,9.3,285,60000,61886,94818,50722,50636,283002/296001,4047/12999,0/0,8944,893
GKD-c_09_n500_b02_m50_k03,9.3,173,60000,61211,94818,50683,50636,273843/284660,3337/10817,0/0,7469,746
GKD-c_09_n500_b02_m50_k03,9.3,518,60000,58568,94818,50771,50636,276776/287671,1744/10895,0/0,9141,912
GKD-c_09_n500_b02_m50_k03,9.4,3151,60000,63606,94818,50826,50636,271118/282526,3025/11408,0/0,8370,835
GKD-c_09_n500_b02_m50_k03,9.3,2543,60000,59999,94818,50686,50636,289647/301997,3410/12350,0/0,8928,889
GKD-c_09_n500_b02_m50_k03,9.4,408,60000,61120,94818,50647,50636,284547/296072,2242/11525,0/0,9276,926
GKD-c_09_n500_b02_m50_k03,9.3,661,60000,60096,94818,50671,50636,252410/262639,2773/10229,0/0,7447,743
GKD-c_09_n500_b02_m50_k03,9.4,29325,60000,61017,94818,50636,50636,262424/275066,4735/12642,0/0,7897,788
GKD-c_09_n500_b02_m50_k03,9.3,1555,60000,62355,94818,50712,50636,284035/295417,2177/11382,0/0,9194,915
GKD-c_09_n500_b02_m50_k03,9.4,4705,60000,62629,94818,50669,50636,257672/269692,5050/12020,0/0,6959,693
GKD-c_09_n500_b02_m50_k03,9.4,11465,60000,61725,94818,50875,50636,271137/283531,3869/12394,0/0,8517,849
GKD-c_09_n500_b02_m50_k03,9.3,450,60000,59290,94818,50663,50636,292113/305286,3979/13173,0/0,9183,915
GKD-c_09_n500_b02_m50_k03,9.3,648,60000,62013,94818,50636,50636,291009/302664,2409/11655,0/0,9234,921
GKD-c_09_n500_b02_m50_k03,9.3,651,60000,62350,94818,50654,50636,248568/259870,4196/11302,0/0,7099,708
GKD-c_09_n500_b03_m50_k02,7.1,5289,60000,63209,63212,75967,75954,72694/86984,6990/14290,0/0,7291,726
GKD-c_09_n500_b03_m50_k02,7.1,6755,60000,63148,63212,75973,75954,69310/83060,6943/13750,0/0,6798,677
GKD-c_09_n500_b03_m50_k02,7.1,16341,60000,63205,63212,75987,75954,64637/78959,7293/14322,0/0,7019,699
GKD-c_09_n500_b03_m50_k02,7.1,35747,60000,63189,63212,75958,75954,64148/77938,5931/13790,0/0,7846,781
GKD-c_09_n500_b03_m50_k02,7.1,4753,60000,63192,63212,75954,75954,67161/81216,6906/14055,0/0,7139,711
GKD-c_09_n500_b03_m50_k02,7.1,11313,60000,63199,63212,75975,75954,64680/78828,7093/14148,0/0,7041,702
GKD-c_09_n500_b03_m50_k02,7.1,21880,60000,63164,63212,75957,75954,64773/78996,6966/14223,0/0,7247,723
GKD-c_09_n500_b03_m50_k02,7.1,19645,60000,63203,63212,75971,75954,63925/77769,6932/13844,0/0,6905,688
GKD-c_09_n500_b03_m50_k02,7.1,8025,60000,63211,63212,75957,75954,66939/81359,7227/14420,0/0,7185,717
GKD-c_09_n500_b03_m50_k02,7.1,16605,60000,63197,63212,75960,75954,64279/78182,7119/13903,0/0,6774,675
GKD-c_09_n500_b03_m50_k02,7.1,8137,60000,63168,63212,75960,75954,66865/80655,6797/13790,0/0,6977,693
GKD-c_09_n500_b03_m50_k02,7.1,5360,60000,63192,63212,75963,75954,71296/84793,6401/13497,0/0,7082,705
GKD-c_09_n500_b03_m50_k02,7.1,1005,60000,63181,63212,75958,75954,71042/84557,6904/13515,0/0,6599,657
GKD-c_09_n500_b03_m50_k02,7.1,9350,60000,63187,63212,75982,75954,73017/87197,7150/14180,0/0,7016,698
GKD-c_09_n500_b03_m50_k02,7.1,11053,60000,63202,63212,75956,75954,62959/76984,6464/14025,0/0,7552,754
GKD-c_09_n500_b03_m50_k02,7.1,12289,60000,63211,63212,75963,75954,67105/81444,7549/14339,0/0,6779,675
GKD-c_09_n500_b03_m50_k02,7.1,18277,60000,63146,63212,75982,75954,66123/80464,7053/14341,0/0,7275,723
GKD-c_09_n500_b03_m50_k02,7.1,6357,60000,63102,63212,75954,75954,67396/81327,6429/13931,0/0,7487,746
GKD-c_09_n500_b03_m50_k02,7.1,7210,60000,63204,63212,75978,75954,62579/76300,6279/13721,0/0,7429,740
GKD-c_09_n500_b03_m50_k02,7.1,25939,60000,63164,63212,75979,75954,69004/83205,7581/14201,0/0,6607,657
GKD-c_09_n500_b03_m50_k02,7.1,4436,60000,63179,63212,75994,75954,70949/84107,6180/13158,0/0,6965,694
GKD-c_09_n500_b03_m50_k02,7.1,1810,60000,63191,63212,75968,75954,73540/87632,6960/14092,0/0,7121,709
GKD-c_09_n500_b03_m50_k02,7.1,13669,60000,63165,63212,75973,75954,69296/83113,6815/13817,0/0,6992,696
GKD-c_09_n500_b03_m50_k02,7,3695,60000,63108,63212,75956,75954,65317/79523,6796/14206,0/0,7399,736
GKD-c_09_n500_b03_m50_k02,7.1,1894,60000,63206,63212,75965,75954,73435/86525,5842/13090,0/0,7242,722
GKD-c_09_n500_b03_m50_k02,7.1,2523,60000,63153,63212,76004,75954,67834/81176,6289/13342,0/0,7041,699
GKD-c_09_n500_b03_m50_k02,7.3,41761,60000,63202,63212,75973,75954,68819/82608,6720/13789,0/0,7055,702
GKD-c_09_n500_b03_m50_k02,7.1,14749,60000,63184,63212,75962,75954,64631/79338,7408/14707,0/0,7284,725
GKD-c_09_n500_b03_m50_k02,7.1,6761,60000,63167,63212,75954,75954,64136/77474,4991/13338,0/0,8333,829
GKD-c_09_n500_b03_m50_k02,7.1,12309,60000,63198,63212,75964,75954,69066/82654,6201/13588,0/0,7377,735
GKD-c_09_n500_b03_m50_k03,8.3,1295,60000,90459,94818,76032,75954,128630/134550,2107/5920,0/0,3802,378
GKD-c_09_n500_b03_m50_k03,8.3,5731,60000,90336,94818,76026,75954,132746/138600,1769/5854,0/0,4075,405
GKD-c_09_n500_b03_m50_k03,8.3,633,60000,93302,94818,75963,75954,119381/125360,2330/5979,0/0,3631,360
GKD-c_09_n500_b03_m50_k03,8.3,1911,60000,89836,94818,75968,75954,127033/132676,2230/5643,0/0,3400,338
GKD-c_09_n500_b03_m50_k03,8.3,1772,60000,91950,94818,75956,75954,138680/144993,2088/6313,0/0,4210,418
GKD-c_09_n500_b03_m50_k03,8.3,669,60000,89970,94818,75958,75954,118513/124313,2283/5800,0/0,3509,348
GKD-c_09_n500_b03_m50_k03,8.3,1444,60000,90926,94818,76077,75954,147470/153751,1824/6281,0/0,4439,440
GKD-c_09_n500_b03_m50_k03,8.3,5733,60000,91147,94818,75954,75954,130986/136925,2126/5939,0/0,3794,374
GKD-c_09_n500_b03_m50_k03,8.3,929,60000,91437,94818,75974,75954,119319/124741,1933/5422,0/0,3472,344
GKD-c_09_n500_b03_m50_k03,8.3,1008,60000,93259,94818,75987,75954,151403/158296,2327/6893,0/0,4552,452
GKD-c_09_n500_b03_m50_k03,8.3,2931,60000,90189,94818,76029,75954,114393/119912,2425/5519,0/0,3085,306
GKD-c_09_n500_b03_m50_k03,8.3,1602,60000,90386,94818,76058,75954,120404/126154,2180/5750,0/0,3552,351
GKD-c_09_n500_b03_m50_k03,8.3,12960,60000,90940,94818,75955,75954,114028/119680,2473/5652,0/0,3167,314
GKD-c_09_n500_b03_m50_k03,8.3,5041,60000,91022,94818,76038,75954,135448/141534,1906/6086,0/0,4161,412
GKD-c_09_n500_b03_m50_k03,8.3,857,60000,89451,94818,75964,75954,141721/147874,1739/6153,0/0,4401,437
GKD-c_09_n500_b03_m50_k03,8.3,1570,60000,93007,94818,75986,75954,126685/132743,2349/6058,0/0,3695,368
GKD-c_09_n500_b03_m50_k03,8.3,2877,60000,92511,94818,75976,75954,110731/116163,2250/5432,0/0,3170,313
GKD-c_09_n500_b03_m50_k03,8.3,1115,60000,91625,94818,75968,75954,146901/153040,1565/6139,0/0,4556,453
GKD-c_09_n500_b03_m50_k03,8.3,9273,60000,89983,94818,76004,75954,128913/135237,2704/6324,0/0,3603,356
GKD-c_09_n500_b03_m50_k03,8.3,2042,60000,90773,94818,75979,75954,130072/136149,2355/6077,0/0,3709,368
GKD-c_09_n500_b03_m50_k03,8.3,3477,60000,91100,94818,76132,75954,139306/145311,1685/6005,0/0,4306,428
GKD-c_09_n500_b03_m50_k03,8.3,1314,60000,91193,94818,75959,75954,120793/126472,2105/5679,0/0,3564,353
GKD-c_09_n500_b03_m50_k03,8.3,2209,60000,92301,94818,76006,75954,164330/171535,2008/7205,0/0,5178,513
GKD-c_09_n500_b03_m50_k03,8.3,7508,60000,89674,94818,75969,75954,135821/142423,2712/6602,0/0,3879,386
GKD-c_09_n500_b03_m50_k03,8.3,2903,60000,91170,94818,75991,75954,122367/127954,1885/5587,0/0,3686,366
GKD-c_09_n500_b03_m50_k03,8.3,3324,60000,92122,94818,75962,75954,152110/159515,2804/7405,0/0,4587,455
GKD-c_09_n500_b03_m50_k03,8.3,984,60000,90200,94818,76003,75954,126815/133211,2778/6396,0/0,3609,359
GKD-c_09_n500_b03_m50_k03,8.3,987,60000,91096,94818,75997,75954,134755/140675,1680/5920,0/0,4220,419
GKD-c_09_n500_b03_m50_k03,8.3,9672,60000,93173,94818,76010,75954,120727/126369,2247/5642,0/0,3377,335
GKD-c_09_n500_b03_m50_k03,8.3,4950,60000,92999,94818,76035,75954,145319/152259,2596/6940,0/0,4334,431
GKD-c_10_n500_b02_m50_k02,9.4,581,60000,57776,61005,47840,47839,300727/313068,3010/12341,0/0,9318,927
