Instance, Min Distance, Time To Best (ms), Max Time (ms), Cost, Max Cost, Capacity, Min Capacity, LS1, LS2, LS3, Shake Iters, Shake Loops
GKD_d_8_n2000_coor_b03_k02,2.34292,57943,60000,246779,246797,298745,298730,5453/6576,552/1123,0/0,548,51
GKD_d_8_n2000_coor_b03_k02,2.25186,27700,60000,246781,246797,298748,298730,5849/7127,730/1278,0/0,535,49
GKD_d_8_n2000_coor_b03_k02,2.28941,57426,60000,246790,246797,298730,298730,5798/7046,679/1248,0/0,550,52
GKD_d_8_n2000_coor_b03_k02,2.30036,46837,60000,246726,246797,298762,298730,5153/6391,675/1238,0/0,535,48
GKD_d_8_n2000_coor_b03_k02,2.25186,22034,60000,246695,246797,298752,298730,5858/7136,743/1278,0/0,523,48
GKD_d_8_n2000_coor_b03_k02,2.33433,59522,60000,246786,246797,298742,298730,5350/6546,598/1196,0/0,578,54
GKD_d_8_n2000_coor_b03_k02,2.35908,57120,60000,246788,246797,298733,298730,5119/6306,648/1187,0/0,515,47
GKD_d_8_n2000_coor_b03_k02,2.25186,34290,60000,246696,246797,298764,298730,5743/7054,751/1311,0/0,547,52
GKD_d_8_n2000_coor_b03_k02,2.25186,51152,60000,246797,246797,298773,298730,5501/6723,668/1222,0/0,529,48
GKD_d_8_n2000_coor_b03_k02,2.15687,44115,60000,246781,246797,298750,298730,5381/6616,693/1235,0/0,525,50
GKD_d_8_n2000_coor_b03_k02,2.23542,39594,60000,246774,246797,298731,298730,5255/6456,620/1201,0/0,565,53
GKD_d_8_n2000_coor_b03_k02,2.25186,52402,60000,246763,246797,298795,298730,5643/6929,733/1286,0/0,538,51
GKD_d_8_n2000_coor_b03_k02,2.36471,59981,60000,246782,246797,298730,298730,5669/6905,674/1236,0/0,538,51
GKD_d_8_n2000_coor_b03_k02,2.30036,53489,60000,246783,246797,298740,298730,5383/6581,631/1198,0/0,546,50
GKD_d_8_n2000_coor_b03_k03,3.59186,49480,60000,363451,370195,298778,298730,19102/19975,384/873,0/0,461,41
GKD_d_8_n2000_coor_b03_k03,3.55043,54238,60000,368680,370195,298778,298730,16187/17130,574/943,0/0,345,31
GKD_d_8_n2000_coor_b03_k03,3.61443,57409,60000,367710,370195,298735,298730,20877/21814,440/937,0/0,466,39
GKD_d_8_n2000_coor_b03_k03,3.57488,59010,60000,368666,370195,298757,298730,18956/19825,402/869,0/0,442,41
GKD_d_8_n2000_coor_b03_k03,3.59186,59992,60000,359858,370195,298779,298730,18072/18979,480/907,0/0,397,34
GKD_d_8_n2000_coor_b03_k03,3.51871,59220,60000,364285,370195,298760,298730,16255/17072,429/817,0/0,363,32
GKD_d_8_n2000_coor_b03_k03,3.58314,52371,60000,365089,370195,298773,298730,19428/20313,389/885,0/0,471,43
GKD_d_8_n2000_coor_b03_k03,3.53672,58734,60000,369415,370195,298831,298730,19119/20014,454/895,0/0,416,38
GKD_d_8_n2000_coor_b03_k03,3.54311,55905,60000,367555,370195,298813,298730,18642/19546,462/904,0/0,421,37
GKD_d_8_n2000_coor_b03_k03,3.56266,59467,60000,367589,370195,298778,298730,18598/19461,416/863,0/0,422,38
GKD_d_8_n2000_coor_b03_k03,3.56246,56793,60000,363894,370195,298795,298730,18038/18878,406/840,0/0,399,32
GKD_d_8_n2000_coor_b03_k03,3.53885,58460,60000,368254,370195,298787,298730,18750/19601,385/851,0/0,439,37
GKD_d_8_n2000_coor_b03_k03,3.54311,52105,60000,368888,370195,298794,298730,16733/17597,472/864,0/0,357,31
GKD_d_8_n2000_coor_b03_k03,3.59548,58890,60000,359662,370195,298731,298730,19310/20165,389/855,0/0,446,42
GKD_d_8_n2000_coor_b03_k03,3.53543,50891,60000,368260,370195,298862,298730,18983/19847,410/864,0/0,432,40
GKD_d_8_n2000_coor_b03_k03,3.55504,60001,60000,368895,370195,298776,298730,18154/19040,457/886,0/0,400,35
GKD_d_8_n2000_coor_b03_k03,3.6026,43511,60000,370089,370195,298837,298730,19319/20204,425/885,0/0,431,37
GKD_d_8_n2000_coor_b03_k03,3.5671,41960,60000,368330,370195,298895,298730,18270/19279,588/1009,0/0,396,34
GKD_d_8_n2000_coor_b03_k03,3.55043,56329,60000,369348,370195,298742,298730,20065/20960,382/895,0/0,488,44
GKD_d_8_n2000_coor_b03_k03,3.54332,57905,60000,369621,370195,298807,298730,16034/16931,505/897,0/0,359,30
GKD_d_8_n2000_coor_b03_k03,3.55856,38390,60000,362721,370195,298751,298730,19066/19928,401/862,0/0,425,38
GKD_d_8_n2000_coor_b03_k03,3.54728,59537,60000,366804,370195,298763,298730,18767/19626,424/859,0/0,415,38
GKD_d_8_n2000_coor_b03_k03,3.60591,51059,60000,368314,370195,298919,298730,17931/18810,463/879,0/0,376,32
GKD_d_8_n2000_coor_b03_k03,3.55043,40894,60000,369564,370195,298823,298730,16575/17497,530/922,0/0,373,33
GKD_d_8_n2000_coor_b03_k03,3.53676,42055,60000,368681,370195,298771,298730,18863/19750,428/887,0/0,429,40
GKD_d_8_n2000_coor_b03_k03,3.56569,53705,60000,362673,370195,298777,298730,17153/18020,465/867,0/0,368,30
GKD_d_8_n2000_coor_b03_k03,3.56272,42755,60000,368883,370195,298766,298730,17848/18750,491/902,0/0,389,35
GKD_d_8_n2000_coor_b03_k03,3.53146,59733,60000,369637,370195,298774,298730,17254/18091,428/837,0/0,379,32
GKD_d_8_n2000_coor_b03_k03,3.53146,43377,60000,366438,370195,298750,298730,18612/19647,619/1035,0/0,397,35
GKD_d_8_n2000_coor_b03_k03,3.54728,58328,60000,365333,370195,298808,298730,17890/18761,467/871,0/0,388,37
GKD_d_9_n2000_coor_b02_k02,4.8954,51325,60000,246390,246797,199156,199153,38419/39766,464/1347,0/0,852,79
GKD_d_9_n2000_coor_b02_k02,4.87611,37018,60000,242158,246797,199167,199153,39432/40725,367/1293,0/0,896,84
GKD_d_9_n2000_coor_b02_k02,4.8521,58914,60000,245891,246797,199184,199153,31125/32635,881/1510,0/0,612,56
GKD_d_9_n2000_coor_b02_k02,4.88028,36990,60000,245073,246797,199155,199153,38836/40188,471/1352,0/0,848,79
GKD_d_9_n2000_coor_b02_k02,4.8866,56829,60000,244353,246797,199281,199153,38078/39416,486/1338,0/0,823,78
GKD_d_9_n2000_coor_b02_k02,4.8521,47859,60000,241196,246797,199161,199153,37440/38828,605/1388,0/0,763,73
GKD_d_9_n2000_coor_b02_k02,4.91013,59263,60000,242131,246797,199187,199153,37833/39167,422/1334,0/0,888,86
GKD_d_9_n2000_coor_b02_k02,4.87114,56835,60000,246594,246797,199275,199153,37671/39034,557/1363,0/0,782,74
GKD_d_9_n2000_coor_b02_k02,4.91877,50869,60000,245485,246797,199176,199153,39608/40942,478/1334,0/0,826,78
GKD_d_9_n2000_coor_b02_k02,4.93845,57850,60000,240219,246797,199334,199153,38232/39544,412/1312,0/0,865,80
GKD_d_9_n2000_coor_b02_k02,4.87611,53573,60000,243485,246797,199360,199153,38002/39273,384/1271,0/0,858,80
GKD_d_9_n2000_coor_b02_k02,4.81659,59661,60000,240673,246797,199223,199153,34528/35950,682/1422,0/0,713,67
GKD_d_9_n2000_coor_b02_k02,4.85794,58251,60000,242771,246797,199165,199153,40178/41466,393/1288,0/0,872,83
GKD_d_9_n2000_coor_b02_k02,4.87944,46997,60000,241824,246797,199244,199153,36783/38115,475/1332,0/0,834,79
GKD_d_9_n2000_coor_b02_k02,4.93798,58066,60000,237315,246797,199213,199153,38136/39571,522/1435,0/0,878,81
GKD_d_9_n2000_coor_b02_k02,4.82822,33266,60000,243120,246797,199157,199153,36831/38296,705/1465,0/0,739,70
GKD_d_9_n2000_coor_b02_k02,4.90491,59506,60000,239659,246797,199165,199153,37097/38428,405/1331,0/0,891,83
GKD_d_9_n2000_coor_b02_k02,4.91877,57818,60000,244673,246797,199174,199153,39966/41294,403/1328,0/0,891,84
GKD_d_9_n2000_coor_b02_k02,4.85522,30837,60000,241280,246797,199219,199153,36937/38262,469/1325,0/0,822,77
GKD_d_9_n2000_coor_b02_k02,4.93417,50120,60000,239426,246797,199216,199153,36238/37682,589/1444,0/0,821,76
GKD_d_9_n2000_coor_b02_k02,4.9064,51779,60000,242832,246797,199272,199153,36522/37867,517/1345,0/0,803,76
GKD_d_9_n2000_coor_b02_k02,4.90491,55347,60000,241114,246797,199183,199153,37381/38726,461/1345,0/0,851,78
GKD_d_9_n2000_coor_b02_k02,4.87944,40190,60000,241706,246797,199181,199153,40336/41641,385/1305,0/0,895,86
GKD_d_9_n2000_coor_b02_k02,4.91877,48563,60000,245108,246797,199188,199153,37114/38434,446/1320,0/0,848,81
GKD_d_9_n2000_coor_b02_k02,4.88028,60001,60000,243587,246797,199239,199153,37412/38810,572/1398,0/0,809,78
GKD_d_9_n2000_coor_b02_k02,4.95015,56948,60000,245421,246797,199251,199153,37207/38595,527/1388,0/0,829,77
GKD_d_9_n2000_coor_b02_k02,4.91013,48251,60000,240121,246797,199159,199153,35925/37262,550/1337,0/0,758,73
GKD_d_9_n2000_coor_b02_k02,4.8954,59115,60000,246660,246797,199163,199153,37365/38670,396/1305,0/0,882,83
GKD_d_9_n2000_coor_b02_k02,4.91877,50828,60000,241159,246797,199196,199153,40629/41927,333/1298,0/0,933,87
GKD_d_9_n2000_coor_b02_k02,4.91065,43598,60000,244314,246797,199464,199153,35072/36434,535/1362,0/0,794,73
GKD_d_9_n2000_coor_b02_k03,4.8866,49015,60000,242010,370195,199302,199153,38466/39786,453/1320,0/0,843,79
GKD_d_9_n2000_coor_b02_k03,4.91013,58061,60000,244160,370195,199173,199153,35994/37358,559/1364,0/0,771,72
GKD_d_9_n2000_coor_b02_k03,4.91877,54345,60000,245971,370195,199157,199153,36049/37333,504/1284,0/0,749,69
GKD_d_9_n2000_coor_b02_k03,4.9146,57219,60000,240090,370195,199221,199153,37033/38406,522/1373,0/0,818,76
GKD_d_9_n2000_coor_b02_k03,4.95824,54171,60000,250290,370195,199243,199153,39829/41137,407/1308,0/0,871,83
GKD_d_9_n2000_coor_b02_k03,4.9146,59606,60000,247922,370195,199192,199153,37833/39178,502/1345,0/0,807,74
GKD_d_9_n2000_coor_b02_k03,4.8866,39706,60000,244719,370195,199178,199153,36950/38334,590/1384,0/0,764,72
GKD_d_9_n2000_coor_b02_k03,4.90183,25820,60000,242583,370195,199153,199153,38440/39730,393/1290,0/0,873,82
GKD_d_9_n2000_coor_b02_k03,4.83138,38063,60000,246010,370195,199164,199153,37999/39283,418/1284,0/0,854,82
GKD_d_9_n2000_coor_b02_k03,4.75841,9347,60000,240029,370195,199170,199153,36422/37804,613/1382,0/0,755,73
GKD_d_9_n2000_coor_b02_k03,4.93845,57900,60000,245684,370195,199210,199153,36865/38176,424/1311,0/0,855,79
GKD_d_9_n2000_coor_b02_k03,4.91013,39000,60000,242788,370195,199158,199153,37868/39212,459/1344,0/0,858,82
GKD_d_9_n2000_coor_b02_k03,4.91877,41267,60000,243848,370195,199272,199153,37064/38398,498/1334,0/0,812,77
GKD_d_9_n2000_coor_b02_k03,4.85522,51151,60000,241340,370195,199176,199153,35546/36913,584/1367,0/0,757,72
GKD_d_9_n2000_coor_b02_k03,4.8201,15418,60000,247179,370195,199278,199153,37707/39033,411/1326,0/0,899,87
GKD_d_9_n2000_coor_b02_k03,4.81818,59293,60000,241396,370195,199202,199153,36856/38185,448/1329,0/0,850,80
GKD_d_9_n2000_coor_b02_k03,4.93392,54274,60000,242430,370195,199237,199153,38319/39663,456/1344,0/0,852,78
GKD_d_9_n2000_coor_b02_k03,4.81659,42192,60000,244929,370195,199174,199153,37797/39170,525/1373,0/0,826,77
GKD_d_9_n2000_coor_b02_k03,4.90183,35787,60000,244860,370195,199294,199153,38055/39420,474/1365,0/0,866,82
GKD_d_9_n2000_coor_b02_k03,4.91013,56014,60000,239319,370195,199244,199153,38751/40057,432/1306,0/0,841,79
GKD_d_9_n2000_coor_b02_k03,4.88371,53257,60000,244489,370195,199159,199153,38969/40292,455/1323,0/0,846,81
GKD_d_9_n2000_coor_b02_k03,4.925,59308,60000,237559,370195,199170,199153,37868/39201,429/1333,0/0,867,83
GKD_d_9_n2000_coor_b02_k03,4.92468,30493,60000,242861,370195,199231,199153,37050/38351,463/1301,0/0,810,76
GKD_d_9_n2000_coor_b02_k03,4.87611,29047,60000,245520,370195,199242,199153,39009/40356,470/1347,0/0,853,81
GKD_d_9_n2000_coor_b02_k03,4.8954,20066,60000,247292,370195,199177,199153,36488/37856,528/1368,0/0,810,73
GKD_d_9_n2000_coor_b02_k03,4.91128,49723,60000,242817,370195,199161,199153,37252/38585,496/1333,0/0,809,77
GKD_d_9_n2000_coor_b02_k03,4.8673,30087,60000,244768,370195,199157,199153,38556/39880,502/1324,0/0,799,77
GKD_d_9_n2000_coor_b02_k03,4.91128,56724,60000,241659,370195,199256,199153,36819/38175,543/1356,0/0,780,73
GKD_d_9_n2000_coor_b02_k03,4.88371,38886,60000,244121,370195,199388,199153,37703/39004,403/1301,0/0,863,79
GKD_d_9_n2000_coor_b02_k03,4.95824,57653,60000,246319,370195,199332,199153,37483/38831,527/1348,0/0,794,73
GKD_d_9_n2000_coor_b03_k02,2.46183,13921,60000,246774,246797,298731,298730,7381/8783,876/1402,0/0,515,50
GKD_d_9_n2000_coor_b03_k02,2.46457,50996,60000,246786,246797,298761,298730,7938/9229,754/1291,0/0,525,50
GKD_d_9_n2000_coor_b03_k02,2.54082,55537,60000,246793,246797,298738,298730,7253/8601,833/1348,0/0,487,42
GKD_d_9_n2000_coor_b03_k02,2.46183,5979,60000,246765,246797,298732,298730,7164/8490,785/1326,0/0,532,52
GKD_d_9_n2000_coor_b03_k02,2.54955,48974,60000,246790,246797,298748,298730,7642/8939,765/1297,0/0,516,48
GKD_d_9_n2000_coor_b03_k02,2.46183,7542,60000,246789,246797,298730,298730,7457/8943,1011/1486,0/0,469,45
GKD_d_9_n2000_coor_b03_k02,2.52906,49375,60000,246774,246797,298747,298730,7861/9202,832/1341,0/0,488,45
GKD_d_9_n2000_coor_b03_k02,2.51307,51726,60000,246748,246797,298747,298730,9027/10386,847/1359,0/0,501,48
GKD_d_9_n2000_coor_b03_k02,2.46457,50500,60000,246790,246797,298736,298730,9074/10305,679/1231,0/0,538,50
GKD_d_9_n2000_coor_b03_k02,2.55408,33255,60000,246742,246797,298736,298730,9125/10325,656/1200,0/0,525,48
GKD_d_9_n2000_coor_b03_k02,2.46183,7770,60000,246788,246797,298749,298730,7947/9351,944/1404,0/0,452,43
GKD_d_9_n2000_coor_b03_k02,2.48108,40645,60000,246791,246797,298758,298730,7903/9183,775/1280,0/0,493,47
GKD_d_9_n2000_coor_b03_k02,2.58082,54370,60000,246780,246797,298733,298730,8265/9469,677/1204,0/0,514,48
GKD_d_9_n2000_coor_b03_k02,2.48108,53033,60000,246784,246797,298732,298730,8212/9437,694/1225,0/0,516,48
GKD_d_9_n2000_coor_b03_k02,2.54955,33425,60000,246792,246797,298739,298730,8292/9564,759/1272,0/0,499,47
GKD_d_9_n2000_coor_b03_k02,2.58038,52318,60000,246782,246797,298733,298730,8582/9843,745/1261,0/0,506,48
GKD_d_9_n2000_coor_b03_k02,2.52906,44079,60000,246697,246797,298741,298730,7885/9094,663/1209,0/0,530,49
GKD_d_9_n2000_coor_b03_k02,2.46183,11957,60000,246761,246797,298755,298730,9185/10506,801/1321,0/0,510,50
GKD_d_9_n2000_coor_b03_k02,2.52906,50863,60000,246681,246797,298781,298730,8227/9477,723/1250,0/0,514,49
GKD_d_9_n2000_coor_b03_k02,2.51307,56001,60000,246759,246797,298773,298730,7999/9314,807/1315,0/0,493,47
GKD_d_9_n2000_coor_b03_k02,2.54955,49696,60000,246759,246797,298779,298730,8116/9444,831/1328,0/0,483,44
GKD_d_9_n2000_coor_b03_k02,2.54082,41415,60000,246748,246797,298776,298730,7567/8771,683/1204,0/0,503,48
GKD_d_9_n2000_coor_b03_k02,2.47581,51616,60000,246749,246797,298751,298730,8125/9328,659/1203,0/0,528,51
GKD_d_9_n2000_coor_b03_k02,2.54955,44457,60000,246794,246797,298759,298730,8504/9684,627/1180,0/0,539,50
GKD_d_9_n2000_coor_b03_k02,2.62078,47331,60000,246765,246797,298752,298730,8102/9298,631/1196,0/0,542,50
GKD_d_9_n2000_coor_b03_k02,2.54955,51700,60000,246797,246797,298774,298730,8361/9555,666/1194,0/0,511,48
GKD_d_9_n2000_coor_b03_k02,2.46457,50365,60000,246784,246797,298738,298730,8018/9363,849/1345,0/0,485,47
GKD_d_9_n2000_coor_b03_k02,2.48091,56346,60000,246757,246797,298739,298730,7459/8822,869/1363,0/0,479,45
GKD_d_9_n2000_coor_b03_k02,2.46457,19253,60000,246768,246797,298741,298730,8582/9821,691/1239,0/0,541,52
GKD_d_9_n2000_coor_b03_k02,2.54082,39176,60000,246743,246797,298741,298730,8105/9294,635/1189,0/0,535,50
GKD_d_9_n2000_coor_b03_k03,3.66391,58878,60000,363789,370195,298740,298730,19203/20096,416/893,0/0,447,39
GKD_d_9_n2000_coor_b03_k03,3.64638,50431,60000,363738,370195,298809,298730,19945/20812,382/867,0/0,460,40
GKD_d_9_n2000_coor_b03_k03,3.65269,31177,60000,362729,370195,298858,298730,20633/21544,431/911,0/0,464,43
GKD_d_9_n2000_coor_b03_k03,3.68607,52967,60000,366055,370195,298794,298730,20145/21094,492/949,0/0,434,40
GKD_d_9_n2000_coor_b03_k03,3.65269,57768,60000,368627,370195,298875,298730,18451/19349,430/898,0/0,433,37
GKD_d_9_n2000_coor_b03_k03,3.63828,30005,60000,365692,370195,298738,298730,18645/19507,435/862,0/0,407,36
GKD_d_9_n2000_coor_b03_k03,3.69101,37479,60000,368553,370195,298744,298730,22933/23882,388/949,0/0,536,48
GKD_d_9_n2000_coor_b03_k03,3.67585,55964,60000,363179,370195,298769,298730,20447/21368,421/921,0/0,466,40
GKD_d_9_n2000_coor_b03_k03,3.65693,47827,60000,362889,370195,298788,298730,21542/22473,428/931,0/0,475,44
GKD_d_9_n2000_coor_b03_k03,3.68191,48568,60000,370037,370195,298786,298730,22229/23210,468/981,0/0,491,45
GKD_d_9_n2000_coor_b03_k03,3.68607,49561,60000,364504,370195,298799,298730,21154/22071,439/917,0/0,449,41
GKD_d_9_n2000_coor_b03_k03,3.63828,30775,60000,365297,370195,298752,298730,20287/21256,536/969,0/0,414,37
GKD_d_9_n2000_coor_b03_k03,3.69232,43540,60000,364316,370195,298754,298730,20600/21520,426/920,0/0,468,42
GKD_d_9_n2000_coor_b03_k03,3.71504,56997,60000,366732,370195,298835,298730,19860/20772,407/912,0/0,469,41
GKD_d_9_n2000_coor_b03_k03,3.69101,31655,60000,368443,370195,298744,298730,18358/19306,503/948,0/0,411,36
GKD_d_9_n2000_coor_b03_k03,3.66391,47380,60000,361912,370195,298739,298730,21160/22080,404/920,0/0,487,44
GKD_d_9_n2000_coor_b03_k03,3.66833,44770,60000,362017,370195,298763,298730,21174/22093,404/919,0/0,486,42
GKD_d_9_n2000_coor_b03_k03,3.68607,51931,60000,366011,370195,298895,298730,20356/21286,452/930,0/0,449,40
GKD_d_9_n2000_coor_b03_k03,3.70686,58290,60000,365950,370195,298770,298730,21498/22408,415/910,0/0,465,42
GKD_d_9_n2000_coor_b03_k03,3.68607,58269,60000,368071,370195,298747,298730,19896/20805,423/909,0/0,448,35
GKD_d_9_n2000_coor_b03_k03,3.68048,57761,60000,368511,370195,298805,298730,20088/21025,469/937,0/0,442,40
GKD_d_9_n2000_coor_b03_k03,3.66391,50123,60000,363371,370195,298746,298730,21503/22403,359/900,0/0,515,46
GKD_d_9_n2000_coor_b03_k03,3.65964,50449,60000,368952,370195,298737,298730,20949/21884,458/935,0/0,452,40
GKD_d_9_n2000_coor_b03_k03,3.68048,59634,60000,367764,370195,298875,298730,21453/22400,452/947,0/0,467,43
GKD_d_9_n2000_coor_b03_k03,3.67466,51715,60000,368660,370195,298735,298730,19293/20205,461/912,0/0,421,37
GKD_d_9_n2000_coor_b03_k03,3.68048,48449,60000,360025,370195,298733,298730,22550/23495,402/945,0/0,519,48
GKD_d_9_n2000_coor_b03_k03,3.65269,37675,60000,369021,370195,298790,298730,22138/23113,434/975,0/0,518,48
GKD_d_9_n2000_coor_b03_k03,3.64638,57984,60000,367478,370195,298767,298730,19412/20288,432/876,0/0,420,38
GKD_d_9_n2000_coor_b03_k03,3.68607,54348,60000,369259,370195,298902,298730,22037/23002,436/965,0/0,498,42
GKD_d_9_n2000_coor_b03_k03,3.68843,58304,60000,363400,370195,298789,298730,19663/20591,490/928,0/0,405,35
MDG-b_01_n500_b02_m50_k02,54.9,17173,60000,60751,61253,52354,52245,451555/469794,5209/18239,0/0,13010,1298
MDG-b_01_n500_b02_m50_k02,50.8,7776,60000,60631,61253,52334,52245,452329/469488,4909/17159,0/0,12234,1220
MDG-b_01_n500_b02_m50_k02,51.2,1036,60000,57056,61253,52268,52245,448733/465157,4749/16424,0/0,11663,1164
MDG-b_01_n500_b02_m50_k02,54.5,4784,60000,60798,61253,52258,52245,458171/476527,6051/18356,0/0,12283,1224
MDG-b_01_n500_b02_m50_k02,50.5,27036,60000,60958,61253,52415,52245,450795/471410,9588/20615,0/0,11006,1096
MDG-b_01_n500_b02_m50_k02,49.4,2174,60000,59870,61253,52312,52245,469141/487403,4772/18262,0/0,13473,1344
MDG-b_01_n500_b02_m50_k02,54.4,42954,60000,61049,61253,52276,52245,439321/458094,6129/18773,0/0,12628,1258
MDG-b_01_n500_b02_m50_k02,54.7,20192,60000,59991,61253,52372,52245,450473/469012,6138/18539,0/0,12377,1234
MDG-b_01_n500_b02_m50_k02,49.1,9767,60000,60102,61253,52349,52245,436444/454776,6742/18332,0/0,11569,1153
MDG-b_01_n500_b02_m50_k02,52.2,18659,60000,61032,61253,52431,52245,430715/450100,7930/19385,0/0,11439,1139
MDG-b_01_n500_b02_m50_k02,52.2,29847,60000,60140,61253,52262,52245,458436/476826,4678/18390,0/0,13683,1364
MDG-b_01_n500_b02_m50_k02,51.5,3193,60000,57054,61253,52302,52245,452101/468551,4224/16450,0/0,12206,1216
MDG-b_01_n500_b02_m50_k02,47.2,4566,60000,60675,61253,52245,52245,445323/463564,4986/18241,0/0,13242,1322
MDG-b_01_n500_b02_m50_k02,50.8,6404,60000,60037,61253,52251,52245,486103/503662,3276/17559,0/0,14266,1423
MDG-b_01_n500_b02_m50_k02,52,54936,60000,58795,61253,52325,52245,450333/468421,4046/18088,0/0,14022,1398
MDG-b_01_n500_b02_m50_k02,51.1,59426,60000,59843,61253,52337,52245,459109/476857,5333/17748,0/0,12402,1237
MDG-b_01_n500_b02_m50_k02,51.4,44871,60000,59387,61253,52287,52245,447161/465677,6163/18516,0/0,12333,1229
MDG-b_01_n500_b02_m50_k02,52.6,49460,60000,60133,61253,52524,52245,466509/484394,5167/17885,0/0,12694,1266
MDG-b_01_n500_b02_m50_k02,51.7,53867,60000,60023,61253,52336,52245,462151/480534,5919/18383,0/0,12444,1240
MDG-b_01_n500_b02_m50_k02,52.6,9961,60000,58961,61253,52252,52245,425900/442653,5563/16753,0/0,11167,1112
